employee_id,review_date,review_period,self_rating,manager_rating,overall_rating,goals_achieved,goals_target,feedback_summary,goals_met_pct
72,2023-12-15,H2-2023,3,2,2,3,5,Young position detail sign.,60.0
72,2024-06-15,H1-2024,3,2,2,5,5,Score factor weight bring.,100.0
72,2024-12-15,H2-2024,4,3,4,5,5,Data physical hear instead north answer right.,100.0
72,2025-06-15,H1-2025,2,4,3,2,5,On man student the five.,40.0
73,2023-06-15,H1-2023,5,4,4,2,5,Difference data state sure another.,40.0
73,2023-12-15,H2-2023,4,4,4,4,5,Church fire power.,80.0
73,2024-06-15,H1-2024,5,5,5,3,5,City daughter yet often red but.,60.0
73,2024-12-15,H2-2024,4,4,4,4,5,Million history forward final position whose cell.,80.0
73,2025-06-15,H1-2025,4,5,4,4,5,Us bed the about.,80.0
74,2023-06-15,H1-2023,1,3,2,4,5,Natural suddenly everything computer prepare at.,80.0
74,2023-12-15,H2-2023,1,1,1,3,5,Think attorney happy build feel though.,60.0
74,2024-06-15,H1-2024,2,2,2,2,5,Goal represent career nearly east specific industry true.,40.0
74,2024-12-15,H2-2024,3,1,2,2,5,Record early radio stop.,40.0
74,2025-06-15,H1-2025,3,3,3,5,5,Teach dark benefit current.,100.0
75,2023-06-15,H1-2023,5,5,5,3,5,Program require while must stuff region.,60.0
75,2023-12-15,H2-2023,4,3,4,2,5,Speech she really bring cold while unit medical.,40.0
75,2024-06-15,H1-2024,5,3,4,4,5,None similar him relationship always beat.,80.0
75,2024-12-15,H2-2024,4,4,4,3,5,Raise build some street without range another sell.,60.0
75,2025-06-15,H1-2025,3,5,4,5,5,Minute however task music four.,100.0
76,2023-06-15,H1-2023,3,3,3,5,5,Responsibility into moment nearly election treat.,100.0
76,2023-12-15,H2-2023,3,4,4,2,5,Business thing strategy north laugh.,40.0
76,2024-06-15,H1-2024,3,2,2,4,5,Moment forward available military notice race.,80.0
76,2024-12-15,H2-2024,4,4,4,5,5,Also really fire include something religious machine field.,100.0
76,2025-06-15,H1-2025,4,3,4,4,5,Voice movie produce.,80.0
77,2023-06-15,H1-2023,5,5,5,3,5,Consider deep far address.,60.0
77,2023-12-15,H2-2023,4,5,4,4,5,Mention arrive decade ok down establish theory.,80.0
77,2024-06-15,H1-2024,4,5,4,3,5,Debate allow course how painting data.,60.0
77,2024-12-15,H2-2024,5,5,5,5,5,Fast charge stay body able open hospital catch.,100.0
77,2025-06-15,H1-2025,5,5,5,4,5,Who head across direction.,80.0
78,2023-06-15,H1-2023,4,4,4,3,5,Exactly door perhaps general provide floor.,60.0
78,2023-12-15,H2-2023,4,4,4,2,5,Key debate southern serious focus own break.,40.0
78,2024-06-15,H1-2024,3,4,4,2,5,Operation traditional color support race occur ever pick.,40.0
78,2024-12-15,H2-2024,3,4,4,3,5,Rate state parent politics first between.,60.0
78,2025-06-15,H1-2025,3,2,2,2,5,Great challenge church impact product.,40.0
79,2023-06-15,H1-2023,3,4,4,4,5,All former campaign expert save bill most.,80.0
79,2023-12-15,H2-2023,5,3,4,2,5,Performance improve raise act any opportunity travel.,40.0
79,2024-06-15,H1-2024,5,5,5,2,5,Treatment meeting along guess develop lose.,40.0
79,2024-12-15,H2-2024,3,5,4,2,5,Analysis note wife economic through.,40.0
79,2025-06-15,H1-2025,3,3,3,3,5,Model many nature century stage near.,60.0
80,2023-06-15,H1-2023,2,3,2,5,5,Manager collection allow another.,100.0
80,2023-12-15,H2-2023,1,2,2,3,5,Contain official or specific wear day right.,60.0
80,2024-06-15,H1-2024,1,1,1,2,5,Drop mention shoulder run TV talk have.,40.0
82,2023-06-15,H1-2023,4,3,4,2,5,Performance company join drug feeling.,40.0
82,2023-12-15,H2-2023,4,4,4,5,5,Edge include response direction.,100.0
82,2024-06-15,H1-2024,5,5,5,2,5,Feel such Mrs.,40.0
82,2024-12-15,H2-2024,4,3,4,4,5,Energy box add clearly.,80.0
82,2025-06-15,H1-2025,3,3,3,3,5,Girl across affect score hear something already.,60.0
83,2023-06-15,H1-2023,4,4,4,3,5,His bed factor marriage certainly support.,60.0
83,2023-12-15,H2-2023,5,5,5,3,5,Walk effort nice but.,60.0
83,2024-06-15,H1-2024,5,5,5,2,5,Current military note spring voice gun hot.,40.0
83,2024-12-15,H2-2024,5,5,5,3,5,Rest weight cover above teacher control heavy.,60.0
83,2025-06-15,H1-2025,4,5,4,4,5,Skin yeah check one church check have.,80.0
84,2023-06-15,H1-2023,1,2,2,3,5,Actually audience them car staff participant.,60.0
84,2023-12-15,H2-2023,1,1,1,5,5,Those operation this couple.,100.0
84,2024-06-15,H1-2024,3,3,3,2,5,Away from these light early long no.,40.0
84,2024-12-15,H2-2024,1,1,1,3,5,Change detail certainly beyond respond.,60.0
84,2025-06-15,H1-2025,1,2,2,4,5,Until notice light exactly organization customer exactly.,80.0
85,2023-06-15,H1-2023,3,4,4,5,5,Do space girl similar human way machine.,100.0
85,2023-12-15,H2-2023,2,3,2,5,5,Say few simply necessary exactly thousand writer.,100.0
85,2024-06-15,H1-2024,3,3,3,3,5,Different score partner officer different.,60.0
85,2024-12-15,H2-2024,2,3,2,5,5,Thus much evidence significant see simple consider.,100.0
85,2025-06-15,H1-2025,2,3,2,2,5,Beat happy foot off though show.,40.0
86,2023-06-15,H1-2023,5,5,5,4,5,Those them someone call source out peace.,80.0
86,2023-12-15,H2-2023,5,5,5,2,5,Door page level ok miss.,40.0
86,2024-06-15,H1-2024,5,5,5,3,5,Structure create wonder need people give rise.,60.0
86,2024-12-15,H2-2024,5,5,5,2,5,Stuff bed second sport learn central.,40.0
86,2025-06-15,H1-2025,5,5,5,5,5,Consumer child evening box still hundred here.,100.0
87,2023-06-15,H1-2023,4,4,4,5,5,Get produce control test Republican southern.,100.0
87,2023-12-15,H2-2023,4,2,3,2,5,Knowledge enjoy never card may election seek.,40.0
87,2024-06-15,H1-2024,3,4,4,3,5,Across maintain year reach over ground service.,60.0
87,2024-12-15,H2-2024,3,3,3,2,5,Example interview wait data election guess time.,40.0
87,2025-06-15,H1-2025,2,4,3,3,5,Hear author follow whose half return money.,60.0
88,2023-06-15,H1-2023,1,1,1,3,5,Decide writer occur.,60.0
89,2023-06-15,H1-2023,5,5,5,2,5,Ahead worry base power us ever side drive.,40.0
89,2023-12-15,H2-2023,4,5,4,4,5,Purpose level threat consider article.,80.0
89,2024-06-15,H1-2024,5,4,4,3,5,Quite everyone value.,60.0
89,2024-12-15,H2-2024,5,4,4,5,5,Brother its clearly lot toward culture.,100.0
89,2025-06-15,H1-2025,4,5,4,4,5,Amount activity effort huge yes else purpose.,80.0
90,2023-06-15,H1-2023,3,2,2,5,5,Us different mean attention no.,100.0
90,2023-12-15,H2-2023,3,2,2,3,5,Result draw become attention.,60.0
90,2024-06-15,H1-2024,3,3,3,3,5,Hospital carry authority improve four represent event back.,60.0
90,2024-12-15,H2-2024,1,1,1,2,5,Head level modern collection happy.,40.0
90,2025-06-15,H1-2025,1,3,2,5,5,Air once sign activity source read about as.,100.0
91,2023-06-15,H1-2023,2,4,3,2,5,Smile reveal everybody most blood.,40.0
91,2023-12-15,H2-2023,2,4,3,4,5,None among image former.,80.0
91,2024-06-15,H1-2024,2,4,3,2,5,Remain around consider feeling response coach little.,40.0
91,2024-12-15,H2-2024,4,4,4,4,5,Someone approach so about follow.,80.0
91,2025-06-15,H1-2025,3,2,2,5,5,Agency fear under employee well media war generation.,100.0
92,2023-06-15,H1-2023,2,3,2,5,5,Sell loss score agree.,100.0
92,2023-12-15,H2-2023,4,3,4,2,5,Arm different break.,40.0
92,2024-06-15,H1-2024,2,2,2,5,5,Theory instead wife traditional turn determine treat.,100.0
92,2024-12-15,H2-2024,4,4,4,2,5,Husband his security statement operation firm civil.,40.0
92,2025-06-15,H1-2025,2,3,2,2,5,Push those thus knowledge.,40.0
94,2023-06-15,H1-2023,3,4,4,4,5,Moment visit claim research candidate free hotel.,80.0
94,2023-12-15,H2-2023,3,5,4,4,5,Finally vote glass choice whole enter action.,80.0
94,2024-06-15,H1-2024,5,4,4,5,5,At Mrs service care.,100.0
94,2024-12-15,H2-2024,5,3,4,4,5,Prove under safe really simple alone too.,80.0
94,2025-06-15,H1-2025,4,3,4,2,5,According attack question identify fear decade.,40.0
95,2023-06-15,H1-2023,2,2,2,2,5,Middle return tend almost church general movement.,40.0
95,2023-12-15,H2-2023,2,3,2,3,5,Human position send business into.,60.0
95,2024-06-15,H1-2024,4,2,3,4,5,Notice enjoy treat.,80.0
95,2024-12-15,H2-2024,3,4,4,2,5,Live when myself manager training compare cover.,40.0
95,2025-06-15,H1-2025,3,2,2,2,5,Build or strategy.,40.0
96,2023-06-15,H1-2023,2,3,2,3,5,Summer option prove final.,60.0
96,2023-12-15,H2-2023,4,2,3,3,5,Build through policy expect she.,60.0
96,2024-06-15,H1-2024,2,3,2,3,5,Event challenge strong federal carry participant daughter.,60.0
96,2024-12-15,H2-2024,2,2,2,2,5,Likely important poor.,40.0
96,2025-06-15,H1-2025,3,3,3,2,5,State coach crime news man board air.,40.0
97,2023-06-15,H1-2023,4,2,3,2,5,Could ever act.,40.0
97,2023-12-15,H2-2023,4,4,4,3,5,Crime citizen improve approach media early method.,60.0
97,2024-06-15,H1-2024,4,2,3,4,5,Late other charge class town section.,80.0
97,2024-12-15,H2-2024,2,2,2,4,5,Simply simple stay.,80.0
97,2025-06-15,H1-2025,2,2,2,2,5,Also only off every since.,40.0
98,2023-06-15,H1-2023,3,3,3,4,5,Space total clearly message help military.,80.0
98,2023-12-15,H2-2023,2,4,3,3,5,Physical wide statement middle enough indeed.,60.0
98,2024-06-15,H1-2024,4,2,3,2,5,Material laugh heart machine.,40.0
98,2024-12-15,H2-2024,3,4,4,3,5,Question former interesting add until get office.,60.0
98,2025-06-15,H1-2025,3,4,4,2,5,Teacher learn management well image.,40.0
99,2023-06-15,H1-2023,5,5,5,4,5,Particularly much thousand.,80.0
99,2023-12-15,H2-2023,5,5,5,2,5,Economic full standard us return get.,40.0
99,2024-06-15,H1-2024,5,4,4,2,5,Role star goal maintain increase understand remain.,40.0
99,2024-12-15,H2-2024,5,5,5,2,5,Good ball region.,40.0
99,2025-06-15,H1-2025,4,4,4,2,5,Its number especially foreign themselves.,40.0
100,2023-06-15,H1-2023,3,2,2,4,5,Local culture economy lawyer probably level say.,80.0
100,2023-12-15,H2-2023,4,2,3,4,5,Prove author positive result community none.,80.0
100,2024-06-15,H1-2024,4,3,4,3,5,Alone enter health major need grow chance.,60.0
100,2024-12-15,H2-2024,3,3,3,5,5,Training follow history happen.,100.0
100,2025-06-15,H1-2025,3,4,4,4,5,Today fill quite involve.,80.0
101,2023-06-15,H1-2023,2,2,2,3,5,Former admit mother only big.,60.0
101,2023-12-15,H2-2023,2,3,2,2,5,Forward understand quite color direction thought political off.,40.0
101,2024-06-15,H1-2024,4,2,3,4,5,Go machine me enough yet the.,80.0
101,2024-12-15,H2-2024,2,3,2,2,5,Institution up anyone whole southern culture treatment.,40.0
101,2025-06-15,H1-2025,2,3,2,5,5,Physical she tough accept matter law catch.,100.0
102,2023-06-15,H1-2023,3,3,3,2,5,Current author leave her.,40.0
102,2023-12-15,H2-2023,4,3,4,2,5,Religious simply its institution little audience fill.,40.0
102,2024-06-15,H1-2024,3,2,2,5,5,Bed never work government get change be factor.,100.0
102,2024-12-15,H2-2024,3,3,3,2,5,Leader whose world remember bad light task.,40.0
102,2025-06-15,H1-2025,2,3,2,4,5,International choose executive believe buy.,80.0
104,2023-06-15,H1-2023,2,1,2,2,5,Little season sort can.,40.0
104,2023-12-15,H2-2023,1,1,1,4,5,Condition task but likely know nice site.,80.0
104,2024-06-15,H1-2024,1,1,1,2,5,Culture community become authority.,40.0
104,2024-12-15,H2-2024,1,1,1,3,5,Major despite police exist blue citizen name.,60.0
104,2025-06-15,H1-2025,1,1,1,4,5,Person fall behavior everything affect film wall.,80.0
105,2023-06-15,H1-2023,5,4,4,2,5,Job certain degree between.,40.0
105,2023-12-15,H2-2023,3,3,3,3,5,Citizen American case may common over two add.,60.0
105,2024-06-15,H1-2024,3,5,4,5,5,It morning interview positive experience somebody.,100.0
105,2024-12-15,H2-2024,4,4,4,3,5,Research experience realize life space leave really.,60.0
105,2025-06-15,H1-2025,3,4,4,3,5,Attack particular just line set theory.,60.0
106,2023-06-15,H1-2023,5,3,4,5,5,Itself add have explain yes glass.,100.0
106,2023-12-15,H2-2023,4,3,4,5,5,Population yeah money final so particularly.,100.0
106,2024-06-15,H1-2024,4,5,4,2,5,City oil system gas soldier.,40.0
106,2024-12-15,H2-2024,3,3,3,2,5,Indicate painting party.,40.0
106,2025-06-15,H1-2025,5,4,4,5,5,Per fact religious particularly budget election.,100.0
107,2023-06-15,H1-2023,4,4,4,3,5,Instead certain itself Congress.,60.0
107,2023-12-15,H2-2023,3,2,2,4,5,Author left crime give before financial.,80.0
107,2024-06-15,H1-2024,2,4,3,2,5,Get fill discover explain you ten age.,40.0
107,2024-12-15,H2-2024,3,2,2,3,5,Record fire within would upon.,60.0
107,2025-06-15,H1-2025,4,4,4,3,5,Like partner skin over reduce various during.,60.0
108,2023-06-15,H1-2023,4,4,4,3,5,Fire person point successful.,60.0
108,2023-12-15,H2-2023,4,3,4,5,5,Shake world respond.,100.0
108,2024-06-15,H1-2024,3,4,4,5,5,Fire whatever magazine option perhaps discuss box.,100.0
108,2024-12-15,H2-2024,2,2,2,5,5,Season decide become information moment week more lot.,100.0
108,2025-06-15,H1-2025,2,3,2,2,5,Through point across drive majority eight.,40.0
109,2023-06-15,H1-2023,4,5,4,2,5,Source once prove establish scientist staff in.,40.0
109,2023-12-15,H2-2023,4,5,4,3,5,Now boy too culture.,60.0
109,2024-06-15,H1-2024,5,5,5,3,5,Beautiful break leg few account allow always.,60.0
109,2024-12-15,H2-2024,4,3,4,2,5,Yourself government data material speak by.,40.0
109,2025-06-15,H1-2025,4,5,4,2,5,Keep modern without movie cover.,40.0
110,2023-06-15,H1-2023,5,5,5,5,5,Window finish kitchen guy idea since pay.,100.0
110,2023-12-15,H2-2023,5,5,5,4,5,Water defense use middle environmental ground.,80.0
110,2024-06-15,H1-2024,5,5,5,2,5,Scientist many method bag then method personal leader.,40.0
110,2024-12-15,H2-2024,4,5,4,4,5,Instead ability accept drug price arrive.,80.0
110,2025-06-15,H1-2025,5,5,5,4,5,Company discuss growth who approach it.,80.0
111,2023-06-15,H1-2023,3,3,3,4,5,Environment military bed.,80.0
111,2023-12-15,H2-2023,2,3,2,2,5,Reduce involve state Mrs something laugh anyone wind.,40.0
111,2024-06-15,H1-2024,2,1,2,2,5,Which though race air up.,40.0
111,2024-12-15,H2-2024,1,3,2,3,5,True Congress claim from debate dark test.,60.0
111,2025-06-15,H1-2025,1,3,2,3,5,Professional the particularly me send.,60.0
112,2023-06-15,H1-2023,3,3,3,3,5,Special together break American its forget her.,60.0
112,2023-12-15,H2-2023,5,4,4,5,5,Attorney American happy end new various serious sometimes.,100.0
112,2024-06-15,H1-2024,5,4,4,3,5,Think scene team store tough get.,60.0
112,2024-12-15,H2-2024,5,3,4,2,5,Kid each international somebody walk population.,40.0
112,2025-06-15,H1-2025,5,5,5,5,5,Cost style thus son order total.,100.0
113,2023-06-15,H1-2023,4,4,4,4,5,Series marriage environmental entire past so.,80.0
113,2023-12-15,H2-2023,4,3,4,5,5,Certain trip say somebody top evidence.,100.0
113,2024-06-15,H1-2024,2,3,2,4,5,Smile finally must perform.,80.0
113,2024-12-15,H2-2024,2,3,2,2,5,Important main manager win play from.,40.0
113,2025-06-15,H1-2025,3,3,3,4,5,Speech road personal as not.,80.0
114,2023-06-15,H1-2023,1,1,1,2,5,Hard determine computer mind guy life mouth.,40.0
114,2023-12-15,H2-2023,3,3,3,3,5,Series travel big sell technology card.,60.0
114,2024-06-15,H1-2024,3,2,2,4,5,Suddenly white must someone claim.,80.0
114,2024-12-15,H2-2024,2,3,2,3,5,Significant new marriage economy though born magazine task.,60.0
114,2025-06-15,H1-2025,2,2,2,2,5,I article little hundred.,40.0
115,2023-06-15,H1-2023,3,4,4,5,5,Eight include policy guess.,100.0
115,2023-12-15,H2-2023,4,4,4,4,5,North I manage television book.,80.0
115,2024-06-15,H1-2024,2,3,2,5,5,Role end staff with population article product actually.,100.0
115,2024-12-15,H2-2024,2,4,3,3,5,Account least sea.,60.0
115,2025-06-15,H1-2025,2,2,2,4,5,Reflect less short south character event tough.,80.0
116,2023-06-15,H1-2023,1,2,2,2,5,Cell will and share.,40.0
116,2023-12-15,H2-2023,2,3,2,5,5,Share measure bed sort century if.,100.0
116,2024-06-15,H1-2024,3,3,3,3,5,One trouble ok feeling who thought mean.,60.0
116,2024-12-15,H2-2024,2,1,2,4,5,Democrat analysis south need perhaps affect per.,80.0
116,2025-06-15,H1-2025,3,1,2,4,5,Great north everything customer work scene.,80.0
117,2023-06-15,H1-2023,3,4,4,3,5,Now customer store enough.,60.0
117,2023-12-15,H2-2023,4,2,3,4,5,Increase young hotel wife sound.,80.0
117,2024-06-15,H1-2024,4,3,4,4,5,Tough ago perhaps consumer mind fine.,80.0
117,2024-12-15,H2-2024,2,3,2,3,5,While if think including any walk.,60.0
117,2025-06-15,H1-2025,4,4,4,5,5,Different development nothing away pressure represent.,100.0
118,2023-06-15,H1-2023,3,2,2,5,5,Bar last day room without every majority.,100.0
118,2023-12-15,H2-2023,4,2,3,2,5,All low serve wonder.,40.0
118,2024-06-15,H1-2024,4,3,4,2,5,Hit few offer ahead especially market various.,40.0
118,2024-12-15,H2-2024,3,3,3,4,5,Understand whatever low network lawyer.,80.0
118,2025-06-15,H1-2025,2,4,3,4,5,Day billion energy fast go first.,80.0
119,2023-06-15,H1-2023,3,5,4,2,5,Across approach environment figure.,40.0
119,2023-12-15,H2-2023,5,4,4,3,5,Purpose protect back professional public space.,60.0
119,2024-06-15,H1-2024,4,4,4,3,5,Give president nice practice have worker view low.,60.0
119,2024-12-15,H2-2024,5,4,4,3,5,Receive throw reason main couple.,60.0
119,2025-06-15,H1-2025,5,3,4,5,5,He article call amount fine.,100.0
120,2023-06-15,H1-2023,3,4,4,3,5,Follow particularly hard car role apply war.,60.0
120,2023-12-15,H2-2023,5,4,4,5,5,Design together best I let however hand.,100.0
120,2024-06-15,H1-2024,3,5,4,4,5,Middle property major animal.,80.0
120,2024-12-15,H2-2024,4,3,4,5,5,Different upon test big.,100.0
120,2025-06-15,H1-2025,5,5,5,2,5,Our analysis any she.,40.0
122,2023-06-15,H1-2023,1,1,1,2,5,When project alone fill.,40.0
122,2023-12-15,H2-2023,2,2,2,5,5,Right edge pass possible country.,100.0
122,2024-06-15,H1-2024,1,2,2,5,5,Think line page new official.,100.0
122,2024-12-15,H2-2024,1,2,2,2,5,Idea rise magazine doctor.,40.0
122,2025-06-15,H1-2025,1,1,1,2,5,Store fact me pretty voice tell environment.,40.0
124,2023-06-15,H1-2023,3,3,3,3,5,Onto rest author kitchen consider.,60.0
124,2023-12-15,H2-2023,5,5,5,3,5,Feel power course quite.,60.0
124,2024-06-15,H1-2024,5,4,4,4,5,Story too where cell truth.,80.0
124,2024-12-15,H2-2024,3,5,4,4,5,Deal animal politics school wife let allow.,80.0
124,2025-06-15,H1-2025,5,5,5,5,5,Physical conference enjoy care production mother skill.,100.0
125,2023-06-15,H1-2023,2,2,2,4,5,Few consumer increase citizen thought cell health.,80.0
125,2023-12-15,H2-2023,2,2,2,3,5,Spring whatever important prove visit important.,60.0
125,2024-06-15,H1-2024,2,2,2,3,5,Day on similar form sense.,60.0
125,2024-12-15,H2-2024,2,1,2,4,5,Force available attack board operation property.,80.0
125,2025-06-15,H1-2025,2,2,2,5,5,Budget computer traditional because remain.,100.0
126,2023-06-15,H1-2023,2,3,2,4,5,Eat plan such great.,80.0
126,2023-12-15,H2-2023,4,4,4,5,5,Lead would teach civil owner wonder.,100.0
126,2024-06-15,H1-2024,3,4,4,2,5,Important event series determine tell I.,40.0
126,2024-12-15,H2-2024,4,4,4,2,5,Pass finally worry teach.,40.0
126,2025-06-15,H1-2025,4,3,4,4,5,Before middle represent.,80.0
128,2023-06-15,H1-2023,5,5,5,5,5,See change win suffer.,100.0
128,2023-12-15,H2-2023,4,4,4,5,5,Local employee marriage money major.,100.0
128,2024-06-15,H1-2024,5,3,4,3,5,Prevent including population.,60.0
128,2024-12-15,H2-2024,5,4,4,5,5,Admit fall picture nearly question responsibility.,100.0
128,2025-06-15,H1-2025,3,5,4,2,5,Bring present later fact human environmental voice treatment.,40.0
129,2023-06-15,H1-2023,4,5,4,4,5,Six else option everyone race several figure.,80.0
129,2023-12-15,H2-2023,5,4,4,2,5,Every everyone grow together law themselves.,40.0
129,2024-06-15,H1-2024,5,4,4,3,5,Say door Democrat us what force.,60.0
129,2024-12-15,H2-2024,4,5,4,2,5,Over your activity cost claim employee.,40.0
129,2025-06-15,H1-2025,5,5,5,3,5,Security material but.,60.0
130,2023-06-15,H1-2023,2,2,2,3,5,List building manager else remember.,60.0
130,2023-12-15,H2-2023,1,2,2,4,5,Young arrive kitchen four citizen.,80.0
130,2024-06-15,H1-2024,1,2,2,5,5,Moment talk expect production travel.,100.0
130,2024-12-15,H2-2024,2,1,2,5,5,Work join air answer.,100.0
130,2025-06-15,H1-2025,3,1,2,4,5,Learn everything successful born none.,80.0
131,2023-06-15,H1-2023,3,2,2,2,5,Throughout maybe character fast later often activity.,40.0
131,2023-12-15,H2-2023,4,2,3,2,5,Mouth operation fly research this high weight.,40.0
131,2024-06-15,H1-2024,3,4,4,4,5,Down two consumer model whole thus.,80.0
131,2024-12-15,H2-2024,4,3,4,3,5,Yet true teach require special.,60.0
131,2025-06-15,H1-2025,2,2,2,3,5,Home letter situation item she.,60.0
132,2023-06-15,H1-2023,4,5,4,5,5,Stop million develop within force western.,100.0
132,2023-12-15,H2-2023,5,4,4,2,5,Billion season seat gun live all debate.,40.0
132,2024-06-15,H1-2024,5,5,5,2,5,Fill same those or.,40.0
132,2024-12-15,H2-2024,3,4,4,3,5,Huge miss cause Mr yet safe Democrat.,60.0
132,2025-06-15,H1-2025,3,3,3,3,5,Remember contain girl window baby page owner.,60.0
133,2023-06-15,H1-2023,4,2,3,2,5,Off pay usually.,40.0
133,2023-12-15,H2-2023,4,3,4,5,5,Republican cause specific around trip practice scene.,100.0
133,2024-06-15,H1-2024,2,3,2,2,5,Strong important policy main training teach.,40.0
133,2024-12-15,H2-2024,4,2,3,2,5,Stage still leave local.,40.0
133,2025-06-15,H1-2025,3,4,4,3,5,Mention stock mouth blood.,60.0
134,2023-06-15,H1-2023,2,2,2,5,5,Health past spend artist room may number.,100.0
134,2023-12-15,H2-2023,3,2,2,3,5,Believe heavy pattern turn history.,60.0
134,2024-06-15,H1-2024,2,3,2,4,5,Billion performance writer usually begin.,80.0
134,2024-12-15,H2-2024,3,3,3,2,5,Read big artist stop pass provide attorney data.,40.0
135,2023-06-15,H1-2023,5,5,5,5,5,Rate article turn type reality everything interesting together.,100.0
135,2023-12-15,H2-2023,5,4,4,5,5,Big memory its church others.,100.0
135,2024-06-15,H1-2024,5,3,4,5,5,Begin center most glass among.,100.0
135,2024-12-15,H2-2024,5,4,4,5,5,Wind ground building knowledge.,100.0
135,2025-06-15,H1-2025,3,4,4,3,5,Gun improve list maintain think.,60.0
137,2023-06-15,H1-2023,3,3,3,2,5,Event media brother almost above.,40.0
137,2023-12-15,H2-2023,3,2,2,2,5,Analysis personal key huge theory.,40.0
137,2024-06-15,H1-2024,3,1,2,3,5,Relate artist have.,60.0
137,2024-12-15,H2-2024,1,3,2,3,5,Majority catch allow represent structure address.,60.0
137,2025-06-15,H1-2025,1,2,2,3,5,Meeting group notice to operation notice.,60.0
138,2023-06-15,H1-2023,5,4,4,5,5,Compare pay history there.,100.0
138,2023-12-15,H2-2023,4,4,4,2,5,Region exactly return history strategy cover share.,40.0
138,2024-06-15,H1-2024,5,4,4,4,5,Ok Mrs town shake control.,80.0
138,2024-12-15,H2-2024,4,4,4,2,5,Team change prepare while experience unit.,40.0
138,2025-06-15,H1-2025,4,4,4,2,5,Great right dark continue despite true myself.,40.0
139,2023-06-15,H1-2023,5,5,5,3,5,Attack range enter his leader always official.,60.0
139,2023-12-15,H2-2023,5,4,4,5,5,Bill risk let sing list.,100.0
139,2024-06-15,H1-2024,5,5,5,4,5,Huge a hold upon score.,80.0
139,2024-12-15,H2-2024,5,5,5,3,5,Court others financial leader institution sing story.,60.0
139,2025-06-15,H1-2025,4,5,4,2,5,Including writer hour phone.,40.0
140,2023-06-15,H1-2023,4,3,4,2,5,People agency up find help central increase.,40.0
140,2023-12-15,H2-2023,4,3,4,4,5,Today difficult whose race whether travel look.,80.0
140,2024-06-15,H1-2024,4,4,4,4,5,Fire officer rise concern visit color.,80.0
140,2024-12-15,H2-2024,4,2,3,5,5,Wrong person data Democrat computer election stand.,100.0
140,2025-06-15,H1-2025,2,3,2,2,5,Attorney hospital lead particular.,40.0
141,2023-06-15,H1-2023,4,3,4,2,5,Decision far second business president.,40.0
141,2023-12-15,H2-2023,2,4,3,3,5,Type lot interview east card.,60.0
142,2023-06-15,H1-2023,5,5,5,2,5,Until make already treatment would.,40.0
142,2023-12-15,H2-2023,5,4,4,5,5,Everybody imagine buy follow.,100.0
142,2024-06-15,H1-2024,5,5,5,4,5,Already east floor simply.,80.0
142,2024-12-15,H2-2024,5,5,5,5,5,Close too ability address drop leg.,100.0
142,2025-06-15,H1-2025,4,5,4,3,5,Indeed field its sure.,60.0
143,2023-06-15,H1-2023,3,4,4,5,5,Six school light save.,100.0
143,2023-12-15,H2-2023,4,4,4,3,5,First ago dream pay.,60.0
143,2024-06-15,H1-2024,3,5,4,2,5,Ten social or produce force.,40.0
143,2024-12-15,H2-2024,3,3,3,4,5,Gun tree commercial analysis.,80.0
143,2025-06-15,H1-2025,5,3,4,2,5,Moment half standard others interview.,40.0
144,2023-06-15,H1-2023,5,5,5,4,5,Movement seat relationship language phone.,80.0
144,2023-12-15,H2-2023,5,5,5,5,5,Central everyone see provide local top local.,100.0
144,2024-06-15,H1-2024,3,4,4,5,5,Reach yet easy hand state.,100.0
144,2024-12-15,H2-2024,4,4,4,2,5,Director show candidate whether.,40.0
144,2025-06-15,H1-2025,4,4,4,5,5,Plant nation so he scene than.,100.0
145,2023-06-15,H1-2023,4,4,4,3,5,Letter small town likely skill center cause wear.,60.0
145,2023-12-15,H2-2023,5,5,5,4,5,Financial early on become.,80.0
145,2024-06-15,H1-2024,5,5,5,4,5,Who build human discover anything free discover.,80.0
145,2024-12-15,H2-2024,5,4,4,3,5,Only citizen administration quickly whose their wonder.,60.0
145,2025-06-15,H1-2025,5,5,5,4,5,Story single response audience off total inside.,80.0
146,2023-06-15,H1-2023,1,1,1,3,5,Recent century by guess near behind contain.,60.0
146,2023-12-15,H2-2023,3,3,3,3,5,Now certain wind national.,60.0
146,2024-06-15,H1-2024,2,1,2,4,5,Finish project discover sing.,80.0
146,2024-12-15,H2-2024,3,1,2,2,5,East learn former require local like tonight truth.,40.0
146,2025-06-15,H1-2025,2,3,2,5,5,Case wall site.,100.0
147,2023-06-15,H1-2023,2,2,2,5,5,Line thing against growth himself.,100.0
147,2023-12-15,H2-2023,4,2,3,4,5,Personal difference last final kid.,80.0
147,2024-06-15,H1-2024,3,2,2,5,5,Fly consider and.,100.0
147,2024-12-15,H2-2024,3,4,4,3,5,Meeting yeah staff local.,60.0
147,2025-06-15,H1-2025,2,2,2,3,5,Executive necessary wait meeting worker degree common.,60.0
148,2023-06-15,H1-2023,5,4,4,4,5,Region yeah together before crime pull organization rather.,80.0
148,2023-12-15,H2-2023,5,4,4,2,5,Experience mission body forget.,40.0
148,2024-06-15,H1-2024,5,4,4,5,5,Spend list rate education same.,100.0
